"Address3","County (name)","CloseDate","EstablishmentName","EstablishmentNumber","OpenDate","EstablishmentStatus (name)","Gender (name)","HeadFirstName","HeadHonours","HeadLastName","HeadPreferredJobTitle","HeadTitle (name)","LastChangedDate","LA (name)","LA (code)","Locality","Postcode","PreviousEstablishmentNumber","PreviousLA (name)","PreviousLA (code)","ReasonEstablishmentClosed (name)","ReasonEstablishmentOpened (name)","StatutoryHighAge","StatutoryLowAge","Street","TelephoneNum","TelephoneSTD","Town","TypeOfEstablishment (name)","UKPRN","URN","WebsiteAddress","OfficialSixthForm (name)","FEHEIdentifier","FurtherEducationType (name)","PhaseOfEducation (name)","AdmissionsPolicy (name)","Boarders (name)","BoardingEstablishment (name)","Diocese (name)","OfstedLastInsp","PercentageFSM","RegisteredEY (name)","ReligiousCharacter (name)","SchoolCapacity","MainSpecialism2 (name)","SecondarySpecialism2 (name)","Trusts (name)","TrustSchoolFlag (name)","Federations (name)","FederationFlag (name)","SchoolSponsors (name)","SchoolSponsorFlag (name)","StudioSchoolIndicator (name)","GSSLACode (name)","ASCHighestAge","ASCLowestAge","Boys2","Boys3","Boys4a","Boys4b","Boys4c","Boys5","Boys6","Boys7","Boys8","Boys9","Boys10","Boys11","Boys12","Boys13","Boys14","Boys15","Boys16","Boys17","Boys18","Boys19plus","CensusDate","Girls2andUnder","Girls3","Girls4a","Girls4b","Girls4c","Girls5","Girls6","Girls7","Girls8","Girls9","Girls10","Girls11","Girls12","Girls13","Girls14","Girls15","Girls16","Girls17","Girls18","Girls19plus","NumberOfBoys","NumberOfGirls","NumberOfPupils","AdministrativeWard (name)","GOR (name)","LLSC (name)","LSOA (name)","MSOA (name)","ParliamentaryConstituency (name)","UrbanRural (name)","Easting","Northing","MainSpecialism1 (name)","SecondarySpecialism1 (name)","FreshStart (name)","HP_Leading_Option_1 (name)","HP_Leading_Option_2 (name)","HP_Leading_Option_3 (name)","InvestorInPeople (name)","OfstedSpecialMeasures (name)","PFI (name)","SpecialClasses (name)","TeenMothPlaces","TeenMoth (name)","ApprovedNumberBoardersSpecial","SpecialPupils","CCF (name)","FTProv (name)","EdByOther (name)","EBD (name)","SENPRU (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","Section41Approved (name)"
"","Lancashire","","The Olive Tree Primary School Bolton",2002,"02-09-2013","Open","Mixed","Farhat","B.Ed","Choudry","Headteacher","Mrs","06-08-2014","Bolton","350","","BL3 3NL","","","999","","New Provision",11,4,"St Helens Road","322370","01204","Bolton","Free Schools",10042060,139776,"http://www.theolivetreeprimary.com","Not applicable","","","Primary","Non-selective","No Boarders","","","","31.8","","Muslim",420,"Not applicable","Not applicable","Olive Tree Primary School Bolton Limited, The","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000001",5,4,"0","0","17","4","14","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","6","7","9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","30","85","Rumworth","North West","","Bolton 023B","Bolton 023","Bolton South East","Urban > 10k - less sparse",370533,407740,"Not applicable","Not applicable","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Oxfordshire","","Tyndale Community School",2008,"02-09-2013","Open","Mixed","Elizabeth","","Russo","","Principal","06-08-2014","Oxfordshire","931","Cowley Marsh","OX4 2JX","","","999","","New Provision",11,4,"William Morris Close","454000","01865","Oxford","Free Schools",10042059,139777,"www.tyndalecommunityschool.co.uk","Does not have a sixth form","","","Primary","Not applicable","Not applicable","","","","24.2","","Christian",420,"","","Chapel Street Community Trust","Linked to a multi-academy trust","","Not applicable","Chapel St Community Schools Trust","Linked to a sponsor","Not applicable","E10000025",4,4,"0","0","7","6","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","0","x","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","10","33","Cowley Marsh","South East","","Oxford 013A","Oxford 013","Oxford East","Urban > 10k - less sparse",454719,204815,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Essex","","New Campus Basildon Studio School",4012,"02-09-2013","Open","Mixed","Jasmine","","West","","Ms","06-08-2014","Essex","881","Great Oaks","SS14 1GJ","","","999","","New Provision",19,14,"Church Walk House, Church Walk","240335","01268","Basildon","Studio Schools",10042307,139781,"","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","","","42.9","","Does not apply",324,"","","NCB Studio School","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000012",18,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","13","12","4","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","13","7","5","6","0","45","40","89","St Martin's","East of England","","Basildon 015C","Basildon 015","Basildon and Billericay","Urban > 10k - less sparse",570472,188718,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Bedfordshire","","River Bank Primary School",2008,"02-09-2013","Open","Mixed","John","","Wrigglesworth","","Mr","16-02-2015","Luton","821","","LU3 1ES","","","999","","New Provision",11,4,"Bath Road","400272","01582","Luton","Free Schools",10042058,139782,"","Does not have a sixth form","","","Primary","Not applicable","Not applicable","","","","18.2","","",840,"","","Active Education Academy Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000032",4,4,"0","0","11","8","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","7","6","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","25","55","Biscot","East of England","","Luton 010A","Luton 010","Luton South","Urban > 10k - less sparse",508551,222881,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","31-08-2014","Kajans Hospitality & Catering Studio College - Khcsc",4007,"04-09-2013","Closed","Mixed","James","","Davis","","Mr","02-09-2014","Birmingham","330","Aston","B6 6EL","","","999","Closure","New Provision",19,14,"Whitehead Road","3314320","0121","Birmingham","Studio Schools",10042308,139783,"","Has a sixth form","","","Secondary","Comprehensive","No Boarders","","","","37.5","","None",300,"","","","-","","Not applicable","","-","Not applicable","E08000025",19,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","3","x","x","x","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","x","13","10","x","x","20","35","58","Aston","West Midlands","","Birmingham 037D","Birmingham 037","Birmingham, Ladywood","Urban > 10k - less sparse",407541,289796,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","University Technical College, Royal Borough of Greenwich",4002,"02-09-2013","Open","Mixed","Mike","","Sharp","","Professor","03-03-2015","Greenwich","203","","SE7 8LJ","","","999","","New Provision",19,14,"765 Woolwich Road","83319279","020","London","University Technical College",10042309,139786,"","Has a sixth form","","","Secondary","Comprehensive","Not applicable","","","","18.7","","None",600,"","","University Technical College, Royal Borough of Greenwich, The","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000011",17,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","5","121","8","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","x","13","0","0","0","225","55","281","Woolwich Riverside","London","","Greenwich 004B","Greenwich 004","Greenwich and Woolwich","Urban > 10k - less sparse",542041,179040,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Waverley Studio College",4010,"02-09-2013","Open","Mixed","Anand","","Patel","","Mr","06-08-2014","Birmingham","330","Bordesley Green","B9 5QA","","","999","","New Provision",19,14,"311 Yardley Green Road","5666600","0121","Birmingham","Studio Schools",10042311,139788,"","Has a sixth form","","","Secondary","Comprehensive","Not applicable","","","","40.7","","None",300,"","","Waverley Education Foundation Limited","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E08000025",19,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","x","10","3","x","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","15","6","0","x","60","35","95","Bordesley Green","West Midlands","","Birmingham 066E","Birmingham 066","Birmingham, Hodge Hill","Urban > 10k - less sparse",411518,286465,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Walsall Studio School",4005,"02-09-2013","Open","Mixed","Dan","","Parkes","","Mr","18-12-2014","Walsall","335","The Goldmine Centre","WS1 1RL","","","999","","New Provision",19,14,"14a Lower Hall Lane","621951","01922","Walsall","Studio Schools",10042313,139789,"","Has a sixth form","","","Secondary","Comprehensive","","","","","37.9","","None",300,"","","Walsall Studio School","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000030",18,13,"0","0","0","0","0","0","0","0","0","0","0","0","0","x","8","x","12","8","3","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","x","9","8","5","0","35","40","74","St Matthew's","West Midlands","","Walsall 030C","Walsall 030","Walsall South","Urban > 10k - less sparse",401316,298297,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","","Longsight Community Primary",2023,"02-09-2013","Open","Mixed","Rukhsana","","Ahmed","","Mrs","06-08-2014","Manchester","352","Longsight","M13 0QX","","","999","","New Provision",11,4,"Farrer Road","2481500","0161","Manchester","Free Schools",10042057,139790,"","Does not have a sixth form","","","Primary","Not applicable","","","","","28.1","","None",210,"","","Longsight Community Primary Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000003",6,4,"0","0","7","5","7","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","4","x","6","9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","35","30","64","Longsight","North West","","Manchester 022E","Manchester 022","Manchester, Gorton","Urban > 10k - less sparse",386728,395055,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Essex","","Riverside School",4001,"02-09-2013","Open","Mixed","Andrew","","Roberts","Headteacher","","05-03-2015","Barking and Dagenham","301","","IG11 0HZ","","","999","","New Provision",19,11,"Thames Road","82706981","020","Barking","Free Schools",10042052,139791,"","Has a sixth form","","","Secondary","Comprehensive","","","","","33.9","","None",1824,"","","Partnership Learning","Linked to a multi-academy trust","","Not applicable","The Partnership Learning Trust","Linked to a sponsor","Not applicable","E09000002",12,11,"0","0","0","0","0","0","0","0","0","0","0","63","49","0","0","0","0","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","57","70","0","0","0","0","0","0","0","110","125","239","Thames","London","","Barking and Dagenham 019E","Barking and Dagenham 019","Barking","Urban > 10k - less sparse",546161,182741,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","","Visions Learning Trust UTC",4007,"01-09-2013","Open","Mixed","Martin","","Callagher","","Mr","06-08-2014","Lancashire","888","","BB11 1RA","","","999","","New Provision",19,14,"Trafalgar Street","0014995","0800","Burnley","University Technical College",10042315,139792,"","Has a sixth form","","","Secondary","Comprehensive","","","","","16","","None",800,"","","Visions Learning Trust Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000017",18,14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","8","19","x","x","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","x","0","x","0","0","0","70","x","73","Trinity","North West","","Burnley 010F","Burnley 010","Burnley","Urban > 10k - less sparse",383306,432635,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Stem Academy",4000,"02-09-2013","Open","Mixed","John","","O'shea","","Mr","06-08-2014","Islington","206","Islington","EC1V 1JX","","","999","","New Provision",19,16,"263-269 City Road","86037221","020","London","Free Schools - 16-19",10042051,139793,"","Has a sixth form","","","16 Plus","Not applicable","Not applicable","","","","0","","None",432,"","","Stem Academy Educational Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000019",18,15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","x","65","22","5","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","18","0","0","95","50","143","St Peter's","London","","Islington 020E","Islington 020","Islington South and Finsbury","Urban > 10k - less sparse",532046,182962,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Devon","","Sparkwell All Saints Primary School",2021,"05-09-2013","Open","Mixed","Francesca","B.Ed Hons Med Npqh","McLoughlin","Headteacher","Mrs","21-02-2015","Devon","878","Sparkwell","PL7 5DB","","","999","","New Provision",11,4,"Old School Lane","878855","01752","Plymouth","Free Schools",10042048,139795,"www.sparkwell.devon.sch.uk","Does not have a sixth form","","","Primary","Not applicable","Not applicable","","","","x","","None",105,"","","Sparkwell All Saints Primary Trust Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000008",5,4,"0","0","3","x","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16-01-2014","0","0","3","3","5","x","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","23","Cornwood and Sparkwell","South West","","South Hams 001D","South Hams 001","South West Devon","Hamlet and Isolated Dwelling - less sparse",257920,57776,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","East Sussex","","Gildredge House",4002,"02-09-2013","Open","Mixed","Lea","","Gilbert","","Mrs","16-02-2015","East Sussex","845","","BN20 8AB","","","999","","New Provision",19,4,"Compton Place Road","400650","01323","Eastbourne","Free Schools",10042044,139796,"www.gildredgehouse.org.uk","Has a sixth form","","","All Through","Comprehensive","Not applicable","","","","3.4","","None",1192,"","","Gildredge House Free School","Linked to a trust/single academy trust","","Not applicable","East Sussex County Council","Linked to a sponsor","Not applicable","E10000011",12,4,"0","0","13","9","13","0","0","0","0","0","0","52","x","0","0","0","0","0","0","0","16-01-2014","0","0","6","8","7","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","90","85","176","Upperton","South East","","Eastbourne 009D","Eastbourne 009","Eastbourne","Urban > 10k - less sparse",560095,99110,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Perry Beeches III the Free School",4011,"02-09-2013","Open","Mixed","Darren","","Foreman","","Mr","08-08-2014","Birmingham","330","Ladywood","B15 1LZ","","","999","","New Provision",19,11,"Bath Row","6472760","0121","Birmingham","Free Schools",10042042,139797,"","Has a sixth form","","","Secondary","Comprehensive","Not applicable","","","","45.3","","None",620,"","","Perry Beeches The Academy Trust","Linked to a multi-academy trust","","Not applicable","Perry Beeches The Academy Trust","Linked to a sponsor","Not applicable","E08000025",16,11,"0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","x","0","0","0","16-01-2014","0","0","0","0","0","0","0","0","0","0","0","47","0","0","0","0","3","0","0","0","60","50","111","Ladywood","West Midlands","","Birmingham 068C","Birmingham 068","Birmingham, Ladywood","Urban > 10k - less sparse",406317,286062,"","","Not applicable","","","","Uninvolved at present","Not in special measures","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
